"Population","P010001","P010004","P010011","state","county","tract","GEOID"
6635,4998,3730,18,"51","760","070900","51760070900"
5325,4072,2832,26,"51","760","071001","51760071001"
3423,2735,1599,6,"51","760","071002","51760071002"
4961,4152,1908,16,"51","760","071100","51760071100"
3794,2951,2109,15,"51","770","000100","51770000100"
4842,3823,718,17,"51","770","000300","51770000300"
4761,3966,353,3,"51","770","000400","51770000400"
4615,3673,731,22,"51","770","000500","51770000500"
4905,3731,422,17,"51","770","000601","51770000601"
3508,2894,220,11,"51","770","000602","51770000602"
5361,3648,2454,21,"51","770","000900","51770000900"
2192,1624,846,15,"51","770","001000","51770001000"
1204,1160,312,3,"51","770","001100","51770001100"
3405,2942,422,16,"51","770","001200","51770001200"
3958,3104,242,10,"51","770","001800","51770001800"
4936,3870,313,17,"51","770","001900","51770001900"
3468,2952,98,7,"51","770","002100","51770002100"
2844,2288,676,11,"51","770","002200","51770002200"
6971,5336,2872,27,"51","770","002300","51770002300"
3816,2872,2609,15,"51","770","002400","51770002400"
5641,3918,3076,34,"51","770","002500","51770002500"
3215,2375,402,10,"51","770","002600","51770002600"
5395,4094,241,19,"51","770","002700","51770002700"
5414,4198,237,15,"51","770","002800","51770002800"
5130,4134,165,5,"51","770","002900","51770002900"
3820,3312,263,8,"51","770","003000","51770003000"
3837,3041,127,2,"51","770","003100","51770003100"
5766,4447,541,25,"51","775","010100","51775010100"
6344,5282,138,1,"51","775","010200","51775010200"
4658,3733,419,16,"51","775","010300","51775010300"
3357,2748,93,0,"51","775","010501","51775010501"
4677,3658,57,6,"51","775","010502","51775010502"
1054,924,97,4,"51","790","000100","51790000100"
3755,2944,573,10,"51","790","000200","51790000200"
5126,4075,435,11,"51","790","000300","51790000300"
7115,5646,426,26,"51","790","000400","51790000400"
2990,2546,345,10,"51","790","000500","51790000500"
3706,2996,302,12,"51","790","000600","51790000600"
2269,1583,1376,6,"51","800","065100","51800065100"
2049,1623,388,6,"51","800","065200","51800065200"
3361,2476,1370,3,"51","800","065300","51800065300"
3739,2582,2261,7,"51","800","065400","51800065400"
2772,1933,1833,6,"51","800","065500","51800065500"
7351,4903,2688,21,"51","800","075101","51800075101"
4182,3210,648,14,"51","800","075102","51800075102"
4718,3571,487,6,"51","800","075201","51800075201"
1260,896,337,0,"51","800","075202","51800075202"
3284,2211,630,11,"51","800","075203","51800075203"
4795,3518,1869,16,"51","800","075204","51800075204"
2160,1750,194,3,"51","800","075301","51800075301"
2333,1876,548,8,"51","800","075302","51800075302"
2544,2182,948,1,"51","800","075401","51800075401"
3614,2534,966,12,"51","800","075402","51800075402"
4182,3044,1246,13,"51","800","075403","51800075403"
935,730,74,0,"51","800","075404","51800075404"
2236,1803,147,3,"51","800","075405","51800075405"
4711,3416,1393,6,"51","800","075501","51800075501"
4002,2840,1322,9,"51","800","075502","51800075502"
3574,2542,2234,2,"51","800","075601","51800075601"
1397,1135,149,1,"51","800","075602","51800075602"
1684,1239,439,1,"51","800","075701","51800075701"
3574,2690,636,2,"51","800","075702","51800075702"
1551,1242,346,0,"51","800","075703","51800075703"
3098,2390,390,3,"51","800","075801","51800075801"
1755,1417,593,2,"51","800","075802","51800075802"
1455,1112,218,3,"51","800","075803","51800075803"
3976,3151,714,15,"51","810","040000","51810040000"
5283,3966,1999,26,"51","810","040200","51810040200"
6995,5194,2987,40,"51","810","040402","51810040402"
3810,3017,645,10,"51","810","040403","51810040403"
6718,5450,831,22,"51","810","040404","51810040404"
5879,4350,2212,28,"51","810","040600","51810040600"
4107,3180,576,13,"51","810","040801","51810040801"
4771,3570,1047,18,"51","810","040802","51810040802"
2043,1605,237,4,"51","810","041002","51810041002"
3512,2730,379,11,"51","810","041003","51810041003"
3963,3033,605,17,"51","810","041004","51810041004"
5997,4988,343,9,"51","810","041200","51810041200"
5145,3888,313,4,"51","810","041400","51810041400"
3325,2696,156,4,"51","810","041600","51810041600"
4334,3262,389,9,"51","810","041801","51810041801"
5788,4820,138,7,"51","810","041802","51810041802"
3502,2622,54,2,"51","810","042000","51810042000"
3625,2755,107,5,"51","810","042201","51810042201"
4468,3464,144,8,"51","810","042202","51810042202"
4837,3715,430,14,"51","810","042400","51810042400"
2488,1912,316,10,"51","810","042600","51810042600"
5775,4407,783,16,"51","810","042801","51810042801"
4549,3537,1055,33,"51","810","042802","51810042802"
4259,3108,38,4,"51","810","043002","51810043002"
4228,3850,49,3,"51","810","043003","51810043003"
3803,3027,52,4,"51","810","043004","51810043004"
1134,676,152,12,"51","810","043200","51810043200"
2055,1757,9,1,"51","810","043400","51810043400"
1724,1413,5,0,"51","810","043600","51810043600"
3714,2961,47,4,"51","810","043800","51810043800"
5535,4663,580,35,"51","810","044001","51810044001"
5469,4559,240,14,"51","810","044003","51810044003"
2069,1805,146,9,"51","810","044004","51810044004"
6587,5018,1257,20,"51","810","044200","51810044200"
3628,2757,35,1,"51","810","044401","51810044401"
5881,4544,328,15,"51","810","044402","51810044402"
5999,4804,89,5,"51","810","044600","51810044600"
3277,2643,506,19,"51","810","044805","51810044805"
3758,2869,1037,23,"51","810","044806","51810044806"
5762,4422,802,41,"51","810","044807","51810044807"
3986,3145,502,14,"51","810","044808","51810044808"
1298,1251,421,5,"51","810","045000","51810045000"
3734,2494,524,14,"51","810","045200","51810045200"
4651,3506,1104,29,"51","810","045405","51810045405"
9254,6670,1986,52,"51","810","045406","51810045406"
4434,3254,610,16,"51","810","045407","51810045407"
6415,4573,657,34,"51","810","045408","51810045408"
1658,1336,13,1,"51","810","045412","51810045412"
6161,4453,1303,23,"51","810","045414","51810045414"
1974,1478,257,8,"51","810","045415","51810045415"
9169,6455,563,9,"51","810","045417","51810045417"
4636,3308,160,2,"51","810","045420","51810045420"
3656,2509,350,12,"51","810","045421","51810045421"
4972,3497,556,17,"51","810","045422","51810045422"
8805,6847,1400,9,"51","810","045423","51810045423"
4442,3156,245,5,"51","810","045424","51810045424"
2976,2197,165,6,"51","810","045425","51810045425"
6739,4772,550,19,"51","810","045426","51810045426"
6281,4556,618,26,"51","810","045427","51810045427"
1462,1250,25,1,"51","810","045428","51810045428"
2795,2134,185,5,"51","810","045601","51810045601"
1689,1410,281,11,"51","810","045603","51810045603"
6335,5061,1282,35,"51","810","045604","51810045604"
4525,3524,545,11,"51","810","045801","51810045801"
3202,2507,488,13,"51","810","045803","51810045803"
1344,1040,164,7,"51","810","045805","51810045805"
4086,2997,842,17,"51","810","045806","51810045806"
1518,1216,297,6,"51","810","045807","51810045807"
2330,1702,489,16,"51","810","045808","51810045808"
6293,4810,1450,23,"51","810","045809","51810045809"
2067,1234,607,15,"51","810","045810","51810045810"
5126,3943,475,5,"51","810","046002","51810046002"
6605,5070,1140,34,"51","810","046005","51810046005"
4510,3489,272,2,"51","810","046006","51810046006"
4932,3834,456,9,"51","810","046009","51810046009"
3132,2330,442,11,"51","810","046010","51810046010"
1515,1214,200,10,"51","810","046011","51810046011"
7772,5483,1572,26,"51","810","046012","51810046012"
4397,3236,1120,20,"51","810","046013","51810046013"
4342,3084,835,21,"51","810","046014","51810046014"
5403,3811,861,20,"51","810","046015","51810046015"
3447,2379,453,7,"51","810","046016","51810046016"
4639,3673,413,4,"51","810","046204","51810046204"
5185,3976,653,7,"51","810","046206","51810046206"
7044,5328,1284,26,"51","810","046207","51810046207"
3063,2408,281,2,"51","810","046211","51810046211"
4062,3156,402,12,"51","810","046212","51810046212"
6149,4617,1233,44,"51","810","046213","51810046213"
5208,3790,839,12,"51","810","046214","51810046214"
5939,4226,991,16,"51","810","046216","51810046216"
4354,3123,658,15,"51","810","046217","51810046217"
3733,2694,606,6,"51","810","046219","51810046219"
4683,3643,1628,23,"51","810","046220","51810046220"
3716,2631,1341,22,"51","810","046221","51810046221"
5424,4157,678,12,"51","810","046222","51810046222"
2731,2154,328,8,"51","810","046223","51810046223"
4446,3211,1097,20,"51","810","046224","51810046224"
4780,3580,829,15,"51","810","046225","51810046225"
4998,3975,207,7,"51","810","046400","51810046400"
0,0,0,0,"51","810","990100","51810990100"
4138,3797,249,7,"51","830","370100","51830370100"
2708,2169,643,20,"51","830","370200","51830370200"
7222,6698,707,48,"51","830","370300","51830370300"
6657,4925,918,28,"51","840","000100","51840000100"
3417,2794,191,11,"51","840","000201","51840000201"
5736,4592,231,12,"51","840","000202","51840000202"
5066,4009,427,26,"51","840","000301","51840000301"
5327,4062,356,11,"51","840","000302","51840000302"
