"Population","P010001","P010004","P010011","state","county","tract","GEOID"
5216,3811,545,16,"51","041","101012","51041101012"
3289,2335,248,2,"51","041","101013","51041101013"
3865,3015,1283,7,"51","057","950600","51057950600"
4161,3213,1307,5,"51","057","950700","51057950700"
3125,2472,584,5,"51","057","950800","51057950800"
5190,4079,2,1,"51","045","050100","51045050100"
4043,2998,310,6,"51","047","930101","51047930101"
8301,6140,443,9,"51","047","930102","51047930102"
7174,5048,941,13,"51","047","930201","51047930201"
5820,4401,443,9,"51","047","930202","51047930202"
6532,4603,1099,26,"51","047","930300","51047930300"
4787,3559,535,6,"51","047","930400","51047930400"
5227,4328,1118,2,"51","047","930501","51047930501"
4805,3527,709,14,"51","047","930502","51047930502"
6516,5013,1519,7,"51","049","930100","51049930100"
3536,2752,971,11,"51","049","930200","51049930200"
4459,3510,10,0,"51","051","040100","51051040100"
2895,2291,7,0,"51","051","040200","51051040200"
5393,4328,12,1,"51","051","040300","51051040300"
3156,2451,6,0,"51","051","040400","51051040400"
5720,4480,1417,3,"51","053","840100","51053840100"
4309,3379,537,5,"51","053","840200","51053840200"
6476,4679,2025,10,"51","053","840300","51053840300"
1079,980,415,0,"51","053","840400","51053840400"
3578,2765,918,6,"51","053","840500","51053840500"
6839,5339,1759,11,"51","053","840600","51053840600"
0,0,0,0,"51","053","980100","51053980100"
2176,1754,9,2,"51","071","930100","51071930100"
3856,3053,91,3,"51","071","930200","51071930200"
5568,4367,32,2,"51","071","930300","51071930300"
5686,4367,64,5,"51","071","930400","51071930400"
7565,5842,584,12,"51","073","100100","51073100100"
5809,4339,526,9,"51","073","100201","51073100201"
3658,2780,294,11,"51","073","100202","51073100202"
4095,3376,329,2,"51","073","100203","51073100203"
5546,4435,337,5,"51","073","100301","51073100301"
4984,3733,316,13,"51","073","100302","51073100302"
1344,1111,81,1,"51","073","100400","51073100400"
3857,3102,94,4,"51","073","100500","51073100500"
6367,4835,538,3,"51","085","320100","51085320100"
5891,4429,659,10,"51","085","320200","51085320200"
4061,3113,275,6,"51","085","320300","51085320300"
4428,3482,284,6,"51","085","320400","51085320400"
3001,2428,142,5,"51","085","320500","51085320500"
4243,3593,842,25,"51","085","320601","51085320601"
3098,2385,410,10,"51","085","320602","51085320602"
2834,2242,174,1,"51","085","320701","51085320701"
2999,2332,403,4,"51","085","320702","51085320702"
2577,1874,239,2,"51","085","320801","51085320801"
5281,3462,173,7,"51","085","320803","51085320803"
5058,3395,176,4,"51","085","320804","51085320804"
2938,2074,129,7,"51","085","320805","51085320805"
7561,5715,388,5,"51","085","320900","51085320900"
3461,2749,139,4,"51","085","321001","51085321001"
7520,5339,457,2,"51","085","321002","51085321002"
5504,4206,211,1,"51","085","321100","51085321100"
4555,3442,174,6,"51","085","321201","51085321201"
3915,2772,474,7,"51","085","321202","51085321202"
6336,4629,458,8,"51","085","321300","51085321300"
2103,1629,80,0,"51","085","321401","51085321401"
3270,2592,102,0,"51","085","321402","51085321402"
2862,2148,129,2,"51","085","321403","51085321403"
3095,2506,35,3,"51","077","060101","51077060101"
4157,3273,72,3,"51","077","060102","51077060102"
3004,2431,59,2,"51","077","060201","51077060201"
3158,2650,76,1,"51","077","060202","51077060202"
2119,1723,4,0,"51","077","060300","51077060300"
6228,4996,299,3,"51","075","400100","51075400100"
4264,3359,594,3,"51","075","400200","51075400200"
1406,1381,797,0,"51","075","400300","51075400300"
5556,4245,1039,10,"51","075","400400","51075400400"
4263,3336,779,2,"51","075","400500","51075400500"
3865,3062,258,16,"51","079","030101","51079030101"
5393,4062,142,6,"51","079","030102","51079030102"
9145,6688,449,13,"51","079","030200","51079030200"
4320,3403,1722,5,"51","081","880101","51081880101"
3276,3272,2268,0,"51","081","880102","51081880102"
4647,3562,2056,6,"51","081","880200","51081880200"
2969,2335,924,4,"51","083","930100","51083930100"
5164,4020,1455,5,"51","083","930201","51083930201"
2516,1986,990,3,"51","083","930202","51083930202"
2576,2025,711,2,"51","083","930301","51083930301"
4637,3580,1074,2,"51","083","930302","51083930302"
3796,3022,489,6,"51","083","930400","51083930400"
4099,3171,695,5,"51","083","930500","51083930500"
6193,4957,2372,5,"51","083","930600","51083930600"
4291,3162,1397,2,"51","083","930800","51083930800"
4194,3186,674,4,"51","101","950101","51101950101"
5985,4453,641,9,"51","101","950102","51101950102"
2341,1810,512,3,"51","101","950200","51101950200"
3415,2551,397,3,"51","101","950300","51101950300"
5186,4166,349,9,"51","087","200104","51087200104"
6130,4699,690,17,"51","087","200105","51087200105"
4516,3506,401,8,"51","087","200106","51087200106"
7854,5879,708,16,"51","087","200107","51087200107"
2688,1944,11,0,"51","087","200108","51087200108"
3636,2595,27,0,"51","087","200109","51087200109"
5181,4161,325,6,"51","087","200112","51087200112"
5689,4557,312,8,"51","087","200116","51087200116"
9108,6621,752,15,"51","087","200119","51087200119"
7805,5708,331,14,"51","087","200120","51087200120"
6839,4897,259,10,"51","087","200121","51087200121"
4379,3084,101,3,"51","087","200122","51087200122"
3032,2316,504,10,"51","087","200123","51087200123"
4457,3644,242,2,"51","087","200124","51087200124"
3897,3027,703,19,"51","087","200125","51087200125"
3627,3128,595,13,"51","087","200126","51087200126"
5419,4316,199,6,"51","087","200127","51087200127"
4531,3340,294,8,"51","087","200128","51087200128"
11764,7408,394,11,"51","087","200129","51087200129"
7140,4755,171,9,"51","087","200130","51087200130"
2645,2030,92,1,"51","087","200201","51087200201"
3914,2825,16,0,"51","087","200202","51087200202"
1250,1117,84,1,"51","087","200301","51087200301"
3115,2534,84,7,"51","087","200302","51087200302"
3639,2938,289,14,"51","087","200303","51087200303"
4136,3275,350,5,"51","087","200305","51087200305"
2959,2335,463,14,"51","087","200404","51087200404"
8986,7049,1041,16,"51","087","200406","51087200406"
4791,3745,573,19,"51","087","200407","51087200407"
2397,1946,767,3,"51","087","200409","51087200409"
4713,3745,1398,15,"51","087","200410","51087200410"
5435,4170,1442,15,"51","087","200411","51087200411"
2130,1645,583,6,"51","087","200412","51087200412"
4566,3589,306,4,"51","087","200413","51087200413"
5815,4163,512,11,"51","087","200414","51087200414"
2154,1686,255,5,"51","087","200501","51087200501"
2061,1656,129,4,"51","087","200502","51087200502"
3769,3024,459,7,"51","087","200503","51087200503"
4839,3899,515,11,"51","087","200600","51087200600"
3586,3012,597,6,"51","087","200700","51087200700"
3167,2583,752,13,"51","087","200801","51087200801"
1924,1574,475,4,"51","087","200802","51087200802"
5759,4228,3423,20,"51","087","200804","51087200804"
4091,2608,2291,8,"51","087","200805","51087200805"
6706,5000,1513,12,"51","087","200903","51087200903"
6057,5045,2574,17,"51","087","200904","51087200904"
5046,3718,1863,15,"51","087","200905","51087200905"
4300,3310,708,12,"51","087","200906","51087200906"
5847,4473,3520,16,"51","087","201001","51087201001"
2929,2137,1639,8,"51","087","201002","51087201002"
6020,4630,4273,13,"51","087","201003","51087201003"
6920,5264,4070,29,"51","087","201101","51087201101"
4277,3187,1997,10,"51","087","201102","51087201102"
6503,5018,2403,13,"51","087","201201","51087201201"
6091,4305,3024,14,"51","087","201202","51087201202"
4942,3827,2365,14,"51","087","201401","51087201401"
5816,4384,2078,5,"51","087","201403","51087201403"
4288,3337,444,3,"51","087","201404","51087201404"
9872,6881,5196,20,"51","087","201501","51087201501"
4725,3669,1303,10,"51","087","201502","51087201502"
3151,2494,528,5,"51","087","201601","51087201601"
4916,3898,1446,8,"51","087","201602","51087201602"
3810,2859,425,6,"51","087","201701","51087201701"
0,0,0,0,"51","087","980100","51087980100"
3965,3036,383,15,"51","089","010100","51089010100"
5112,4036,751,8,"51","089","010200","51089010200"
5643,4571,1552,14,"51","089","010300","51089010300"
3875,3003,1110,6,"51","089","010400","51089010400"
4114,3278,788,8,"51","089","010500","51089010500"
2799,2214,403,4,"51","089","010601","51089010601"
4025,3201,502,5,"51","089","010602","51089010602"
3519,2857,773,3,"51","089","010700","51089010700"
2564,2099,970,5,"51","089","010800","51089010800"
2755,2230,473,2,"51","089","010900","51089010900"
5147,4098,738,11,"51","089","011000","51089011000"
2696,2143,166,3,"51","089","011100","51089011100"
3768,2893,186,12,"51","089","011200","51089011200"
4169,3384,557,8,"51","089","011300","51089011300"
2321,1975,4,0,"51","091","970100","51091970100"
4007,3108,1097,3,"51","093","280101","51093280101"
6690,5166,905,8,"51","093","280103","51093280103"
4454,3456,380,1,"51","093","280104","51093280104"
4036,3042,1345,11,"51","093","280105","51093280105"
2763,2040,423,5,"51","093","280106","51093280106"
3791,3004,876,2,"51","093","280200","51093280200"
5490,4244,844,7,"51","093","280300","51093280300"
4039,3179,725,4,"51","093","280400","51093280400"
5563,4671,381,10,"51","095","080101","51095080101"
4014,2992,1206,18,"51","095","080102","51095080102"
5426,4329,355,14,"51","095","080202","51095080202"
3510,2923,169,1,"51","095","080203","51095080203"
3040,2463,656,12,"51","095","080205","51095080205"
9721,7879,495,17,"51","095","080206","51095080206"
8863,6702,1548,17,"51","095","080301","51095080301"
7645,5773,342,9,"51","095","080303","51095080303"
5657,4478,122,2,"51","095","080304","51095080304"
6825,5144,576,6,"51","095","080401","51095080401"
6745,5270,828,17,"51","095","080402","51095080402"
3881,3066,1022,13,"51","097","950400","51097950400"
3064,2437,557,5,"51","097","950500","51097950500"
4977,3628,802,12,"51","099","040100","51099040100"
4130,3039,486,1,"51","099","040200","51099040200"
7589,5366,740,17,"51","099","040300","51099040300"
3942,2802,600,8,"51","099","040400","51099040400"
2946,2209,392,5,"51","099","040500","51099040500"
7333,5677,643,18,"51","113","930100","51113930100"
5975,4661,407,10,"51","113","930200","51113930200"
3500,2898,833,2,"51","103","030100","51103030100"
4098,3420,1133,5,"51","103","030200","51103030200"
3793,3242,431,1,"51","103","030300","51103030300"
0,0,0,0,"51","103","990100","51103990100"
3438,2646,7,1,"51","105","950100","51105950100"
4214,3334,11,0,"51","105","950200","51105950200"
5532,4719,885,7,"51","105","950300","51105950300"
3309,2521,4,2,"51","105","950400","51105950400"
4914,3865,6,2,"51","105","950500","51105950500"
4180,3325,3,0,"51","105","950600","51105950600"
3843,2778,60,4,"51","107","610101","51107610101"
3740,2669,79,5,"51","107","610102","51107610102"
4268,3038,84,5,"51","107","610201","51107610201"
4276,2812,79,2,"51","107","610202","51107610202"
6642,4627,140,4,"51","107","610300","51107610300"
4447,3269,167,3,"51","107","610400","51107610400"
7104,4523,435,8,"51","107","610503","51107610503"
6850,4879,460,22,"51","107","610504","51107610504"
5887,4126,572,22,"51","107","610505","51107610505"
4581,3051,430,14,"51","107","610506","51107610506"
6305,4330,295,12,"51","107","610507","51107610507"
6930,4877,340,8,"51","107","610601","51107610601"
2161,1354,85,0,"51","107","610602","51107610602"
2700,2131,243,12,"51","107","610603","51107610603"
6547,4367,390,19,"51","107","610604","51107610604"
4662,2990,83,10,"51","107","610701","51107610701"
5705,3924,276,14,"51","107","610702","51107610702"
4748,3439,139,6,"51","107","610703","51107610703"
5940,4483,250,10,"51","107","610800","51107610800"
2292,1852,246,4,"51","107","610900","51107610900"
3869,3029,361,15,"51","107","611002","51107611002"
6892,4486,321,12,"51","107","611004","51107611004"
5389,3608,314,20,"51","107","611005","51107611005"
4997,3326,287,11,"51","107","611006","51107611006"
5410,3378,307,11,"51","107","611009","51107611009"
1617,1543,56,1,"51","107","611010","51107611010"
3450,2536,329,10,"51","107","611011","51107611011"
4313,2741,189,6,"51","107","611012","51107611012"
3956,2686,174,5,"51","107","611013","51107611013"
4397,3084,187,12,"51","107","611014","51107611014"
2170,1547,190,4,"51","107","611015","51107611015"
2305,1873,106,3,"51","107","611016","51107611016"
3148,2347,166,6,"51","107","611017","51107611017"
2228,1719,190,8,"51","107","611018","51107611018"
5593,3661,183,10,"51","107","611019","51107611019"
4832,3352,412,10,"51","107","611020","51107611020"
5051,3383,275,8,"51","107","611021","51107611021"
5872,3651,243,11,"51","107","611022","51107611022"
5746,3500,211,13,"51","107","611023","51107611023"
4456,2961,167,5,"51","107","611024","51107611024"
4767,3283,280,19,"51","107","611025","51107611025"
4329,3281,262,7,"51","107","611101","51107611101"
6053,4438,243,11,"51","107","611102","51107611102"
4744,3399,173,8,"51","107","611202","51107611202"
5503,4043,321,13,"51","107","611204","51107611204"
5774,4063,367,13,"51","107","611205","51107611205"
4226,3024,214,4,"51","107","611206","51107611206"
3979,2837,186,13,"51","107","611207","51107611207"
4253,2754,133,3,"51","107","611208","51107611208"
6503,4595,235,10,"51","107","611209","51107611209"
5913,4437,418,15,"51","107","611300","51107611300"
5273,3980,316,8,"51","107","611400","51107611400"
3164,2430,360,16,"51","107","611501","51107611501"
5702,4324,288,12,"51","107","611502","51107611502"
3995,2998,342,5,"51","107","611601","51107611601"
3850,2846,228,6,"51","107","611602","51107611602"
6329,4713,386,13,"51","107","611700","51107611700"
5571,3775,348,14,"51","107","611801","51107611801"
8426,5560,404,13,"51","107","611802","51107611802"
5775,3758,276,9,"51","107","611803","51107611803"
4954,3213,199,8,"51","107","611804","51107611804"
5110,3076,182,10,"51","107","611805","51107611805"
5935,3916,352,13,"51","107","611806","51107611806"
6862,4202,203,7,"51","107","611900","51107611900"
2,2,0,0,"51","107","980100","51107980100"
7040,5527,773,16,"51","109","950100","51109950100"
4629,3608,910,12,"51","109","950201","51109950201"
3682,2953,445,8,"51","109","950202","51109950202"
8551,6593,1022,26,"51","109","950300","51109950300"
2911,2254,838,6,"51","109","950400","51109950400"
6340,4880,647,7,"51","109","950500","51109950500"
5877,4796,1856,8,"51","111","930100","51111930100"
4583,3651,1188,7,"51","111","930200","51111930200"
2454,1973,664,4,"51","111","930300","51111930300"
3903,3129,670,4,"51","133","020100","51133020100"
3135,2594,861,2,"51","133","020200","51133020200"
5292,4586,846,6,"51","133","020300","51133020300"
0,0,0,0,"51","133","990100","51133990100"
4401,3565,304,4,"51","115","951300","51115951300"
4577,3779,364,7,"51","115","951400","51115951400"
0,0,0,0,"51","115","990100","51115990100"
3143,2426,964,4,"51","117","930101","51117930101"
2933,2463,303,2,"51","117","930102","51117930102"
5979,4565,1866,10,"51","117","930200","51117930200"
3276,2703,1121,4,"51","117","930300","51117930300"
5562,4334,1871,10,"51","117","930400","51117930400"
1886,1552,392,3,"51","117","930500","51117930500"
3613,3075,1339,5,"51","117","930600","51117930600"
2478,2111,782,5,"51","117","930700","51117930700"
3857,3122,774,4,"51","117","930800","51117930800"
1600,1277,400,1,"51","119","950900","51119950900"
3906,3337,795,4,"51","119","951000","51119951000"
2880,2305,391,6,"51","119","951100","51119951100"
2573,2279,67,0,"51","119","951200","51119951200"
0,0,0,0,"51","119","990100","51119990100"
8485,8466,383,39,"51","121","020100","51121020100"
5567,5042,178,9,"51","121","020201","51121020201"
2218,1880,84,6,"51","121","020202","51121020202"
6576,5592,203,15,"51","121","020300","51121020300"
7774,7360,252,28,"51","121","020400","51121020400"
5988,5123,192,9,"51","121","020500","51121020500"
5209,4610,159,6,"51","121","020600","51121020600"
5856,5108,309,17,"51","121","020700","51121020700"
6599,5055,325,18,"51","121","020800","51121020800"
5012,3884,167,4,"51","121","020900","51121020900"
4630,3682,149,7,"51","121","021000","51121021000"
7281,5518,331,19,"51","121","021100","51121021100"
6311,4922,128,4,"51","121","021200","51121021200"
3571,2785,22,1,"51","121","021300","51121021300"
5103,3940,88,3,"51","121","021400","51121021400"
8212,6310,56,12,"51","121","021500","51121021500"
5696,4505,742,3,"51","125","950100","51125950100"
4911,4099,271,9,"51","125","950200","51125950200"
4413,3524,570,6,"51","125","950300","51125950300"
5734,4438,401,5,"51","127","700100","51127700100"
4377,3316,554,2,"51","127","700200","51127700200"
8318,6574,1041,4,"51","127","700300","51127700300"
4376,3579,1225,5,"51","131","930100","51131930100"
3820,3012,1186,5,"51","131","930200","51131930200"
4193,3362,1139,2,"51","131","930300","51131930300"
0,0,0,0,"51","131","990100","51131990100"
5905,4691,206,3,"51","145","500101","51145500101"
5519,4072,245,4,"51","145","500102","51145500102"
8844,6619,566,10,"51","145","500200","51145500200"
2773,2470,1444,2,"51","145","500300","51145500300"
5005,3717,744,14,"51","145","500400","51145500400"
6036,4651,1918,2,"51","135","000100","51135000100"
2719,2148,601,3,"51","135","000200","51135000200"
7064,5769,2473,4,"51","135","000300","51135000300"
34,22,6,0,"51","135","980100","51135980100"
8822,6616,864,20,"51","137","110102","51137110102"
9781,7547,619,22,"51","137","110103","51137110103"
2968,2257,139,3,"51","137","110104","51137110104"
4934,3845,610,11,"51","137","110200","51137110200"
6976,5554,1003,16,"51","137","110300","51137110300"
2582,2030,15,3,"51","139","030100","51139030100"
4177,3411,221,4,"51","139","030200","51139030200"
5005,4005,53,5,"51","139","030300","51139030300"
6321,4838,15,2,"51","139","030400","51139030400"
5957,4565,63,4,"51","139","030500","51139030500"
4315,3446,809,3,"51","143","010100","51143010100"
4487,3560,749,2,"51","143","010200","51143010200"
4193,3412,671,5,"51","143","010300","51143010300"
4054,3220,775,5,"51","143","010400","51143010400"
5115,4269,1492,2,"51","143","010500","51143010500"
3034,2437,655,0,"51","143","010600","51143010600"
1833,1478,675,2,"51","143","010700","51143010700"
2510,1901,733,1,"51","143","010801","51143010801"
6369,4904,807,2,"51","143","010802","51143010802"
2984,2380,259,0,"51","143","010900","51143010900"
4539,3502,572,0,"51","143","011001","51143011001"
4661,3545,480,2,"51","143","011002","51143011002"
2929,2335,620,2,"51","143","011100","51143011100"
2318,1862,207,3,"51","143","011200","51143011200"
6182,4670,653,5,"51","143","011300","51143011300"
3983,3100,938,3,"51","143","011400","51143011400"
5060,4113,166,1,"51","141","030100","51141030100"
6202,4995,216,6,"51","141","030200","51141030200"
3056,2500,203,2,"51","141","030301","51141030301"
4172,3316,268,3,"51","141","030302","51141030302"
5416,4400,1210,6,"51","159","040100","51159040100"
3838,3263,1190,3,"51","159","040200","51159040200"
6679,5322,1850,18,"51","147","930100","51147930100"
3666,3198,907,2,"51","147","930201","51147930201"
3571,2705,1163,6,"51","147","930202","51147930202"
2399,2390,206,7,"51","147","930203","51147930203"
7053,5696,1835,12,"51","147","930300","51147930300"
5083,4938,2683,4,"51","149","850100","51149850100"
3460,1877,761,15,"51","149","850200","51149850200"
6623,4914,1869,26,"51","149","850301","51149850301"
4130,3218,609,6,"51","149","850302","51149850302"
5182,4072,769,13,"51","149","850400","51149850400"
5984,4616,881,14,"51","149","850501","51149850501"
5263,4038,1306,15,"51","149","850502","51149850502"
3107,2571,328,8,"51","153","900100","51153900100"
2050,1481,284,10,"51","153","900201","51153900201"
3764,2751,374,19,"51","153","900202","51153900202"
4273,2865,1015,22,"51","153","900203","51153900203"
7656,5886,1526,37,"51","153","900300","51153900300"
5108,3727,1039,26,"51","153","900403","51153900403"
5345,3742,901,20,"51","153","900404","51153900404"
6115,4380,1528,32,"51","153","900407","51153900407"
4279,3009,978,19,"51","153","900408","51153900408"
4634,3305,932,20,"51","153","900409","51153900409"
4659,3084,1616,23,"51","153","900410","51153900410"
7251,5240,979,14,"51","153","900501","51153900501"
2047,1593,604,14,"51","153","900502","51153900502"
7386,5238,939,27,"51","153","900600","51153900600"
4976,3557,1491,38,"51","153","900701","51153900701"
7355,5333,1157,28,"51","153","900702","51153900702"
5385,3774,1155,15,"51","153","900801","51153900801"
6612,4476,2343,33,"51","153","900802","51153900802"
5631,3799,1495,26,"51","153","900901","51153900901"
5177,3431,1404,33,"51","153","900904","51153900904"
4964,3519,1253,25,"51","153","900905","51153900905"
6228,4510,1455,26,"51","153","901001","51153901001"
4363,2816,576,8,"51","153","901005","51153901005"
5956,4081,1796,35,"51","153","901008","51153901008"
6829,4872,717,25,"51","153","901009","51153901009"
4158,2951,497,11,"51","153","901010","51153901010"
5456,3849,897,27,"51","153","901011","51153901011"
3127,2617,466,14,"51","153","901012","51153901012"
4932,3211,460,20,"51","153","901100","51153901100"
3800,2753,580,19,"51","153","901203","51153901203"
3418,2762,376,5,"51","153","901208","51153901208"
6179,4418,866,16,"51","153","901209","51153901209"
4376,3096,646,22,"51","153","901211","51153901211"
7184,5031,1556,40,"51","153","901212","51153901212"
5519,4177,354,5,"51","153","901219","51153901219"
5080,3860,802,31,"51","153","901221","51153901221"
2604,1819,250,7,"51","153","901222","51153901222"
6265,4636,827,27,"51","153","901223","51153901223"
4212,3072,338,9,"51","153","901224","51153901224"
4525,3140,721,16,"51","153","901225","51153901225"
5493,3780,1159,16,"51","153","901226","51153901226"
4988,3543,988,23,"51","153","901227","51153901227"
6036,4295,1014,17,"51","153","901228","51153901228"
3888,2696,763,30,"51","153","901229","51153901229"
4296,3037,848,26,"51","153","901230","51153901230"
5593,4055,318,10,"51","153","901231","51153901231"
4417,3452,629,12,"51","153","901232","51153901232"
7077,4971,467,22,"51","153","901233","51153901233"
2774,2098,145,0,"51","153","901234","51153901234"
3052,2170,415,7,"51","153","901235","51153901235"
4102,2936,558,19,"51","153","901236","51153901236"
3076,2272,601,21,"51","153","901237","51153901237"
4585,3062,370,14,"51","153","901303","51153901303"
2451,1932,49,4,"51","153","901304","51153901304"
2999,2244,54,2,"51","153","901305","51153901305"
5211,3983,175,6,"51","153","901306","51153901306"
6438,4917,883,27,"51","153","901403","51153901403"
3727,2764,463,17,"51","153","901407","51153901407"
7291,5158,1118,36,"51","153","901408","51153901408"
6135,3943,668,16,"51","153","901409","51153901409"
7472,4529,600,22,"51","153","901410","51153901410"
5491,3794,316,12,"51","153","901411","51153901411"
5768,3691,482,16,"51","153","901412","51153901412"
4100,2583,258,13,"51","153","901413","51153901413"
4809,3331,371,7,"51","153","901414","51153901414"
3853,2378,218,10,"51","153","901415","51153901415"
4659,2915,377,16,"51","153","901416","51153901416"
2222,1679,48,2,"51","153","901417","51153901417"
5781,4209,148,9,"51","153","901503","51153901503"
3460,3434,112,1,"51","153","901504","51153901504"
6860,4319,455,14,"51","153","901505","51153901505"
5261,3449,471,17,"51","153","901506","51153901506"
2564,1816,208,2,"51","153","901507","51153901507"
4218,2960,450,19,"51","153","901508","51153901508"
4888,3655,168,9,"51","153","901509","51153901509"
4908,3211,302,12,"51","153","901510","51153901510"
1851,1620,58,0,"51","153","901511","51153901511"
3552,2648,223,7,"51","153","901601","51153901601"
7539,5513,919,36,"51","153","901602","51153901602"
7943,5769,850,24,"51","153","901701","51153901701"
3806,2666,138,9,"51","153","901702","51153901702"
5383,3918,437,16,"51","153","901900","51153901900"
0,0,0,0,"51","153","980100","51153980100"
6992,5622,186,2,"51","155","210100","51155210100"
4087,3163,210,8,"51","155","210201","51155210201"
3736,3053,54,2,"51","155","210202","51155210202"
4603,3707,305,5,"51","155","210300","51155210300"
5152,4032,203,15,"51","155","210400","51155210400"
2701,2175,40,2,"51","155","210500","51155210500"
4086,3492,228,7,"51","155","210600","51155210600"
3515,2827,168,4,"51","155","210700","51155210700"
0,0,0,0,"51","155","980100","51155980100"
0,0,0,0,"51","155","980200","51155980200"
2692,2162,104,6,"51","157","950100","51157950100"
4681,3746,162,5,"51","157","950200","51157950200"
4251,3279,774,3,"51","175","200100","51175200100"
2882,2193,982,5,"51","175","200200","51175200200"
1395,1395,817,0,"51","175","200300","51175200300"
6361,4902,1722,5,"51","175","200400","51175200400"
3681,2883,1254,2,"51","175","200500","51175200500"
3802,3059,41,4,"51","161","030100","51161030100"
4533,3432,492,16,"51","161","030201","51161030201"
3975,3214,211,10,"51","161","030203","51161030203"
6671,5364,486,11,"51","161","030204","51161030204"
3875,3098,220,2,"51","161","030205","51161030205"
7123,5692,165,7,"51","161","030300","51161030300"
4261,3468,221,1,"51","161","030500","51161030500"
7298,5305,73,2,"51","161","030600","51161030600"
6715,5076,54,4,"51","161","030701","51161030701"
5668,4509,268,13,"51","161","030702","51161030702"
5284,4243,271,15,"51","161","030801","51161030801"
4713,3675,94,1,"51","161","030802","51161030802"
5386,4365,142,2,"51","161","030900","51161030900"
3856,3045,113,5,"51","161","031000","51161031000"
4452,3477,221,5,"51","161","031101","51161031101"
3641,2761,119,12,"51","161","031102","51161031102"
4971,3860,87,3,"51","161","031201","51161031201"
6152,4620,202,5,"51","161","031202","51161031202"
7348,5881,181,9,"51","163","930100","51163930100"
4580,3727,33,7,"51","163","930200","51163930200"
6434,5360,75,7,"51","163","930300","51163930300"
3945,3075,184,3,"51","163","930400","51163930400"
3299,2532,17,1,"51","165","010100","51165010100"
3468,2704,101,5,"51","165","010200","51165010200"
4813,3657,162,3,"51","165","010300","51165010300"
2531,1923,15,11,"51","165","010400","51165010400"
2356,1753,12,3,"51","165","010500","51165010500"
3651,2843,35,3,"51","165","010600","51165010600"
3318,2519,8,2,"51","165","010700","51165010700"
6397,4863,52,6,"51","165","010800","51165010800"
2581,1966,16,2,"51","165","010900","51165010900"
3034,2376,2,3,"51","165","011000","51165011000"
3183,2448,20,5,"51","165","011100","51165011100"
4929,3608,14,2,"51","165","011200","51165011200"
5592,4095,72,5,"51","165","011400","51165011400"
5895,4871,129,16,"51","165","011500","51165011500"
2164,1639,15,1,"51","165","011600","51165011600"
3236,2439,78,6,"51","165","011700","51165011700"
7833,5920,75,4,"51","165","011800","51165011800"
3006,2300,43,4,"51","165","011900","51165011900"
5028,3786,87,7,"51","165","012000","51165012000"
4672,3705,5,0,"51","167","030100","51167030100"
5469,4347,64,3,"51","167","030200","51167030200"
4018,3229,22,0,"51","167","030300","51167030300"
5682,4515,56,2,"51","167","030401","51167030401"
3065,2469,20,0,"51","167","030402","51167030402"
2115,1670,3,0,"51","167","030500","51167030500"
3876,3057,26,6,"51","167","030600","51167030600"
3362,2710,56,0,"51","169","030100","51169030100"
4167,3407,29,3,"51","169","030200","51169030200"
3674,2937,2,2,"51","169","030300","51169030300"
3922,3162,2,3,"51","169","030400","51169030400"
4015,3233,2,1,"51","169","030500","51169030500"
4037,3252,14,2,"51","169","030600","51169030600"
9068,6797,238,13,"51","171","040100","51171040100"
2580,2132,30,2,"51","171","040201","51171040201"
3130,2492,6,1,"51","171","040202","51171040202"
3737,2919,24,2,"51","171","040300","51171040300"
2427,1932,3,2,"51","171","040400","51171040400"
8447,6583,152,8,"51","171","040500","51171040500"
3619,2819,18,3,"51","171","040600","51171040600"
4264,3289,35,3,"51","171","040700","51171040700"
4721,3801,37,6,"51","171","040800","51171040800"
3427,2659,3,3,"51","173","030100","51173030100"
4658,3684,5,0,"51","173","030200","51173030200"
3165,2562,148,2,"51","173","030301","51173030301"
3913,3125,48,8,"51","173","030302","51173030302"
2068,1657,5,1,"51","173","030400","51173030400"
2799,2210,163,0,"51","173","030500","51173030500"
3191,2465,72,5,"51","173","030600","51173030600"
4768,3791,65,0,"51","173","030701","51173030701"
4219,3338,14,0,"51","173","030702","51173030702"
7981,5941,109,7,"51","187","020100","51187020100"
2766,2153,32,2,"51","187","020200","51187020200"
6393,4946,100,9,"51","187","020300","51187020300"
4764,3582,272,11,"51","187","020400","51187020400"
4009,3113,492,10,"51","187","020500","51187020500"
5562,4096,191,7,"51","187","020601","51187020601"
2886,2087,89,6,"51","187","020602","51187020602"
3214,2577,43,1,"51","187","020700","51187020700"
4589,3161,373,8,"51","177","020104","51177020104"
2284,1682,74,2,"51","177","020105","51177020105"
5781,4363,364,9,"51","177","020106","51177020106"
1806,1248,172,3,"51","177","020107","51177020107"
4096,3041,534,22,"51","177","020108","51177020108"
3691,2855,357,11,"51","177","020109","51177020109"
3721,2685,386,11,"51","177","020110","51177020110"
2380,1616,265,2,"51","177","020111","51177020111"
2774,1938,391,12,"51","177","020112","51177020112"
4341,3058,381,14,"51","177","020113","51177020113"
5770,3790,859,23,"51","177","020114","51177020114"
5843,4035,767,14,"51","177","020201","51177020201"
4981,3687,498,24,"51","177","020202","51177020202"
4844,3315,788,19,"51","177","020203","51177020203"
3963,2918,380,8,"51","177","020204","51177020204"
4571,3176,526,17,"51","177","020205","51177020205"
4180,3222,405,13,"51","177","020304","51177020304"
